1 111 20 1067 6 29 400 2399 7 1 102 11 20 99 10 113 730 134 179,1,60
226 50 1117 310 2 4 3381 161 146 464 90 95 157 50 294 35 176 50 547,1,61
57 506 262 104 1337 12 1842 1842 73 4331 1842 74 1024 1095 254 69 1192 1491 926 57,1,62
587 62 8 2172 104 446 38 458 2 265 446 38 458 3 3553 3553 3553,1,63
54 326 25 45 1904 48 45 45 228 121 126 92 766 51 3101,1,64
282 15 10 1 37 136 128 53 10 1 2701 59 2218 45 1731 45 140,1,65
133 227 851 548 1 167 102 594 88 1120 535 37 598 24 1 123 190 133 788,1,67
98 330 223 523 564 5 252 175 347 989 502 57 705 66 1886 6 51 70 35 11,1,69
439 92 68 40 42 202 169 151 93 114 99 85 637 752 54 371 1065 99 305,1,71
2208 7 398 3964 91 49 23 181 21 398 123 1 14 15 99 87 26 398,1,72
513 522 494 1840 60 76 1229 736 11 12 23 2274 1 741 108 207 11 336 60,1,73
99 37 2 1 460 59 481 2329 37 398 1 866 1708 318 1481 407 206 194 143 2409,1,74
5 252 2287 99 5 2196 12 219 472 2181 1902 27 35 1123 1653 48,1,76
3052 296 6 5 109 21 85 1322 3200 6 449 52 1343 54 3820 95 1343,1,77
29 343 178 247 47 749 5 333 414 716 66 1012 21 261 744 33 571,1,78
90 1219 4488 66 90 425 2562 139 637 14 15 99 360 182 290 12 890 5 2,1,79
88 254 156 2 5 288 88 1434 586 743 2605 1996 927 88 581 768 728 8 64,1,80
333 132 599 74 50 886 182 925 99 100 1894 640 21 1136 525 106 22,1,81
309 213 591 521 5 591 4 44 3200 847 768 4 120 11 1462 346 93 209,1,82
228 54 4111,1,83
90 129 86 205 25 5 116 15 225 341 15 225 21,1,85
261 12 2125 104 641 81 1541 581 386 445 883 585 1541 51 1231 6 1069 866 54,1,86
487 62 338 9 1 24 445 23 338 9 1 128 3168 23 223 1319 910 23 445 10,1,87
223 10 113 135 15 437 1 69 20 247 273 10 300 113 3,1,88
509 1277 4 811 5 295 95 78 3454 1413 74 2366 177 2167 1585 423 238 683 238 5,1,89
11 716 333 18 16 390 196 106 91 196 13 29 140 2375 2 4 7 1176 9 1130,1,90
2 5 1220 2861 1277 4 83 12 2 4 275 424 769 198 4 399 1330 49 28,1,91
261 1902 143 1323 1543 354 4084 22 30 210 5 90 405 201 22 30 210 724 39 534,1,92
561 182 1423 200 4164 232 18 1174 192 59 1724 1990 366 146 921 223 349 463 596,1,93
549 316 1140 128 3930 54 346 5 108 32 95 691 1018 4368 70 136 261 5,1,94
371 1117 131 14 85 1117 386 2467 113 6 333 844 2801 1843 18 1202 2137,1,96
333 88 254 515 8 3 110 145 43 576 491 1140 29 227 515 3 110 77 129,1,98
33 913 1071 25 15 165 10 441 1139 4101 10 913 4097 1071 120 1718 85 166 913,1,99
995 88 192 2055 1181 6 614 24 11 1 104 5 152 53 5 142 391 398 391,1,102
29 165 51 8 32 3387 157 5 350 29 8 165 533 305 5 85 303 8 2692 97,1,103
133 793 118 5 1581 85 228 141 7 1896 379 5 598 505 1264 858 82 1423 2326 82,1,104
386 93 159 1529 396 123 1 2 4 5 11 1 23 12 396 150 116,1,105
359 46 326 865 3135 57 54 774 89 61 22 89 106 9,1,110
12 96 21 1009 1139 1 1139 20 20 577 577 20 20 1 577 21 1765 33,1,111
261 2429 297 322 255 6 360 607 197 442 76 360 1474 81 6 76 1439 651,1,112
549 7 2 781 327 316 85 3672 339 1041 71 4544 54 395 124 44 584 500 2797 33,1,115
1581 33 266 2 159 2 980 12 104,1,117
192 5 1181 2286 68 40 42 569 2 4 2468 708 5 68 40 42 492,1,118
771 226 25 283 508 763 101 1 44 96 2759 3362 1818 2084 79 104 345 1747 481,1,119
223 849 62 110 384 1026 185 440 1026 185 45 110 2023 30 15,1,120
18 210 2721 1554 1679 25 1581 175 6 65 210 366 377 153 12 431 1857 181 1003 86,1,121
51 225 3113 316 192 59 37 56 1098 820 303 25 762 2011 308 187 228 831 303,1,122
265 2 51 160 66 111 4 251 395 3 19 65 126 28 2049 122 15 1220 158,1,123
533 469 133 506 1803 2 4 5 115 55 1103 55 40 2174 2132 2041 1429 1492,1,125
131 98 1287 2659 5 99 5 2026 5 192 8 32 1624 6 5 264 87 188 99,1,126
678 1 205 2 4 5 2 4,1,127
8 29 1432 200 1099 4141 254 89 9 365 26 323 174 200 26 9 766 864 36 26,1,128
15 98 764 2460 130 25 107 93 112 357 493 1870 1663 113 51 77 129 1663 37,1,129
840 510 59 505 3023 90 59 21 290 728 649 958 29 1448 929 3987 5 2442,1,130
50 104 66 14 15 2706 6 1420 4008 4249 437 66 3430 552 360,1,131
235 5 1136 43 200 639 106 610 1616 196 2907 48 43 1271 23 671 1898 126 2303,1,132
534 858 2 2165 308 57 176 82 740 104 2 4 2666 82 99 69 82,1,134
48 21 651 948 651 76 161 21 651 11 8,1,135
12 208 1757 926 10 2166 115 1278 1103 203 373 2 4 624 66 2166 399,1,136
451 774 5 3078 628 2108 628 2789 99 405 975 5 57,1,138
896 935 7 5 155 630 714 201 4253 315 1779 66 651 2706 600,1,139
1 62 22 871 1669 343 388 8 3 17 4103 34 4103 15 343 800 8 200,1,141
6 345 2057 1022 613 2 70 27 599 313 96 1971 2371 346 481 293 15,1,142
99 76 84 2301 221 2989 187 2 980 273 2 808 2 99 305 71 2 808 2,1,143
333 669 223 841 2035 74 1686 1019 1335 30 21 65 12 69 21 69 92 1512 45,1,144
1499 137 275 424 11 2 4 1216 1428 2 2422 484 120 843 273 2 4 662 1265,1,145
261 48 71 104 503 37 287 1 2286 274 10 36 145 1092 6 14 808 2 1899 135,1,146
29 90 306 114 3679 60 1 104 365 114 1468 104 699 507 642 104 953 29 44,1,147
7 5 19 2 4 100 15 1526 411 395,1,148
133 2089 3 1932 492 3442 905 184 3 1932 492 3442 905 184 3 1932 100 3442 905 184,1,149
104 5 55 242 3273 873 727 3862 1759 540 22 2463 2623 242 152 2241 3283 203 1049 540,1,151
660 35 2 254 100 15 3 1735 3 17 65 19 2437 300 3 1735 276 38 65,1,152
1202 25 2770 128 2227,1,153
133 582 549 430 2 4 208 4 500 584 4 549 399 2152 2 4 430 262 584 4,1,154
1046 50 1018 167 3577 558 21 544 548 167 561 565 167 2776 1914 397 565 25 225 726,1,155
223 1346 96 2000 709 1498 7 715 163 319 339 40 715 441 186 146 66 21 708,1,158
990 883 202 2 42 3139 149 65 944 2 25 163 35 1238 1618 141 386 2055 202 1712,1,162
3243 709 96 216 23 1236 1264 896 6 742 2626 186 163 293 477 825 6 742 931,1,164
3127 113 1302 1 11 61 22 293 252 1478 1390 61 194 1716 19 150 149 1 959,1,165
8 169 81 17 3 17 3 81 375 26 2745 328 631 169 36 631 24 631 492 170,1,167
343 1010 12 113 200 21 288 18 343 113 672 614 200 2538 113 594 95 23 135 1102,1,168
303 448 256 3326 42 247 69 147 14 7 779 6 381 256 232 12 5,1,169
2036 5 98 1322 2195 21 18 751 5 252 109 261 751 1 1322 149 667 2040,1,170
2 4 32 199 80 102 23 187 12 1026 14 15 23,1,171
98 330 2649 53 628 584 1865 2084 100 15 3124 561 50 71 535 21 87 6 3221 293,1,172
50 96 127 10 1 5 715 170 10 1 43 298 13 1011 298 13 356 298 13,1,173
72 281 42 210 6 281 1 2 4,1,174
18 1131 493 6 104 873 5 474 11 1479 118 6 160 21 321 83 374 163 319,1,175
2 163 51 678 242 240 5 29 99 115 242,1,176
48 101 337 16 1441 3613 2285 2430 3963 2358 224 80 457 337,1,180
3283 76 209 1127 1212 166 225 408 2179 339 322 255 27 297 652 1191 6 839 368,1,181
88 256 6 532 5 133 28 33 436 6 1741 145 2911 5 83 373 2,1,183
235 493 478 620 90 70 1252 1506 3924 264 2 4 390 28 1581 3165,1,184
66 866 21 12 263 1106 22 61 22 1545 61 194 217 47 5 584 709 650 2,1,185
1344 75 25 400 21 172 159 83 208 75 400 21 769 208 261 1632 1212 166,1,186
1880 4259 305 139 58 61 22 217 47 1777 811 1681 106 17 217 20 3764 1474,1,187
63 139 217 47 712 106 17 31 727 2 3381 671 283 2240 564 217 10 100 564,1,188
14 15 85 339 2036 5 103 21 47 6 249 2051 1097 1070 1816 14 15 85 252,1,190
29 252 1 210 1068 600 716 2020 308 62 912 1467 67 3362 1376 20 1698 67 3362,1,191
771 3879 8 271 363 339 1102 8 54 1097 2190 1018 8 271 12 139 78 1402,1,194
2 4 933 2772 1706 70 677 681 558 284 594 788 594 23 115 1 241 9,1,195
2772 181 36 269 1 1398 293 390 1 498 663 549 1338 68 104 2432 1916 53,1,196
1756 1 212 122 47 15 2003 212 1085 773 319 428 3 81 122,1,197
66 7 473 1791 104 499 12 354 1791 32 6 21 124 128 11 293 2378 1905 878,1,202
199 716 663 316 18 3809 47 598 468 45 45 3323 95 142 606 85 1312 734 1504 79,1,204
1 7 210 494 522 18 165 90 147 493 494 390 522 1 2798 62 6 1051 3203,1,205
54 346 493 5 70 192 133 119 731 8 76 469 230 26 1713 606 336 230 49,1,206
1700 309 914 722 2 4 1619 1401 1025 722 586 3 981 665 725 725 27 1445 510 18,1,208
115 55 1486 1278 1460 476 82 202 125 202 877 3168 202 652 3228 202 672,1,209
2065 3765 85 173 164 64 2050 1101 2776 164 64 271 1965 54 758 164 64 164,1,211
486 354 2 4 66 50 82 4 1662 1369 118 1892 118 50 843 1608 232 12 2 275,1,212
651 1346 164 284 2966 443 572 465 273 14 44 149 38 3 1234 1117 147 3664 1234 38,1,213
561 50 4 18 267 437 2 4 130 292 82 843 1035 2151 1326 40 118 165 128,1,214
62 373 294 2143 1071 11 130 2 4 105 187 182 1073 1857 1637 4 111 43 332 232,1,216
29 99 7 41 661 1 61 22 150 12 661 30 61 22 304 14 178 359 12 185,1,217
12 25 18 2089 7 20 706 2415 110 488 8 7 2415 282 72 33 853 397 328,1,218
1144 2206 113 102 3937,1,219
104 223 10 1032 285 1769 112 557 1989 42 19 458 44 2 10 1032 3524 92,1,221
386 7 1444 424 3461 430 5 716 716 1510 547 246 48 103 654 339 103 856 5 56,1,223
33 810 96 415 238 1 78 308 72 151 986 74,1,224
261 2 4 130 598 66 141 2672 533 141 44 147 600 88 226 3363 831 2 8,1,225
8 411 1198 56 176 16 2464 17 3 176 2464 26 2769,1,226
12 3762 6 2325 79 3762 401 216 297 137 1690 1840 771 35 1609 105 137 90 2948,1,227
82 118 1618 419 2708 2166 927 378 202 1113 1216 301 114 151 59 3718 2021 1927 3388 234,1,228
1700 567 104 265 430 130 4 81 500 18 3327 1884,1,229
261 4314 50 3112 408 54 5 257 1728 1359 1169 11 363 2044 153 283 206 22 318 1378,1,231
25 167 8 3 2157 514 94 17 214 38 2522 350 132,1,232
5 1985 1357 180 216 55 455 2807,1,233
32 199 75 68 447 108 104,1,234
1065 529 15 466 757 199 5 550 25 186 148 542 529 325 14 280 796 797,1,235
85 33 58 77 2835 3196 301 863 109 27 885 112 1416 1745 175 33 758 160 112,1,236
72 566 1530 1335 1269 2651 455 533 2651,1,237
1 553 15 1766 2555 2976 2976 2976 13 2976 2976 2976 2976 18 32 1499 126,1,239
127 161 5 32 112 229 161 5 738 386 7 120 51 3308 1177 1206 1534 5 27 16,1,240
315 1445 338 243 5 540 55 829 114 850 429 768 2532 131 125 14 1112 251,1,241
197 1979 1630 243 1630 69 69 130 117 718 793 2078 1637 88 563 5 1237 1979,1,243
49 171 49 12 373 2 4 5 1188 108 1262 684 74 6 3189 4113 54 481 172 583,1,245
767 896 104 326 3 94 3 94 774 57 282,1,246
1 43 1 36 390 43 17 196 231 1901 61 22,1,247
370 24 1 310 2178 96 5 31 569 658 1278 1426 14 15 1 310 123 36 569,1,248
235 104 2371 1416 2108 289 124 1581 3051 1570 14 1960 104 96 25 805 2055 124 1960,1,249
500 2 4 551 77 979 445 41 576 29 195 298 41 401 77 979 293 229 32 458,1,250
1269 564 33 174 160 1808 111 77 979 577 65 88 29 3 1271 43 91 2557 2145,1,251
21 103 1704 44 72 532 469 384 76 2243 54 414 55 180 950 619 480 1032 139 7,1,252
2065 656 60 69 1569 813 2631 54 5 813 52 152 2782 9 6 9 2243 27 2065 3481,1,253
583 20 1005 2486 572 777 20 124 210 531 30 578 228 172 45 340 298 786 1778 2683,1,255
1 1034 210 1650 1779 1679 461 196 65 13 22 75 593 41 13 819 192,1,256
2 4 448 567 835 1263 165 7 4406 466 324 698 34 1433 3370 91,1,257
261 10 514 379 80 23 1524 379 175 33 19 336,1,258
225 3852 25 4 3251 15 16 3710 3710 110 36 1788,1,259
499 4445 12 8 803 1161 1135 123 111 8 2633 2451 4 148 580 117 75 3797 1161 71,1,260
414 64 2 4 66 99 203 29 1278 115 5 55 1407 40 203 123 788 91,1,261
8 14 174 19 47 1 24 13,1,263
2 4 928 40 118 92 102 396 1696 99 1696 40 42 297 114 27 411 732 1442 149,1,264
191 32 3452 152 62 8 3 73 3525 235 3452 29 165 8 20 247 249 10 21 210,1,265
20 172 65 514 102 23 1096 75 96 5 3 1008 1910 457 155 75 3 172 383,1,266
14 16 773 23 8 620 269 25 2294,1,267
2005 514 59 681 107 1929 32 344 2005 514 96 1288 138 514 2577 32 924,1,269
88 3 2109 922 7 572 9 1998 9 95 572 1791 787 548 167,1,271
12 78 257 21 1370 390 25 8 641 134 716 228 1540 192 296 151 170 141 1435,1,273
1585 50 12 265 2 66 386 333 25 1070 51 479 98 611 385 1611 340 2303 194,1,274
99 181 5 3078 505 292 5 2000 15 487 436 691 308 505 5 1337 623,1,275
111 2663 5 85 2542 946 54 66 832 2663 76 832 831 5 933 1087 111 831 5 98,1,276
386 182 338 6 1168 12 976 93 346 1462 4021 12 1772 331 1610 1 1082 445 576,1,277
1 820 1766 945 19 45 41 1 17 945 1766 41 19 45 41 29 37,1,278
3672 603 182 386 181 1156 282 562 153 971 14 1008 165 113 2844 224 105 337 68 970,1,280
769 96 1330 2559 683 12 11 444 3631 127 134 96 12 715 163 767 246 32 557 715,1,281
11 1 20 17 2271 2271 105 1 20 17 2271 29 930 1 201 29 56 2271 1 30,1,282
333 716 535 619 6 1476 3907 1278 1426 6 619 1193 821 1510 1445 49 6 480 1,1,284
771 2328 716 98 82 21 172 21 885 480 261 149 33 146 21 33 146 82 21,1,285
2 4 66 115 332 68 40 203 133 678 1635 60 5 877 40 42 5 95 877,1,286
2 3681 66 57 379 1 1066 765 200 2235 963 33 1894 1187 2344 194 587 600 254 142,1,289
10 2425 59 104 2 8 102 10 1 708 12 230 1303 32 924 119 12 104 71 127,1,290
14 15 3691 2 70 96 5 33 23 2 70 12 715,1,291
107 45 445 151 114 92 196 228 124 821 45 773 45 2 4 10 1 35 1065,1,292
771 5 4 363 82 1344 193 960 1129 141 134 1917 1798 1522 5 1324 4492 2391,1,293
1380 113 4174 40 44 345 4174 419 2741 6 410 120 743 912 676 4174 12 40 703,1,295
1 47 17 19 14 15 67 20 7 101 1 1257 67 20 577 45 20 392,1,296
1 10 1 247 17 945 19 45 29 216 658 17 1 102 12 1298 17 37 767 86,1,297
2683 5 50 103 29 2289 6 1730 835 2660 6 856 360 654 57 66 774 682 28 224,1,298
156 382 678 694 143 42 92 188 406 208 4 208 901 2637 2878 143 42 92 188 208,1,299
748 2099 771 417 84 598 1165 3807 1805 902 374 398 573 25 647 155 600,1,301
29 54 81 3545 25 4 1562 4 1882 847 764 3356 1048 76 139 359 3484,1,302
49 549 243 1182 455 333 88 111 43 989 287 667 224 5 338 1650 200 21,1,303
223 678 25 259 146 60 246 1 1329 289 8,1,304
99 25 1820 1203 47 61 194 49 748 54 2413 107 177 1246 1 1409 204 1542 26 32,1,305
51 1840 1415 24 11 1 105 1 38 70 1415 24 705 1525 17 860 172 532 1415,1,306
50 6 252 18 815 1739 72 188 2274 2767 35 372 21 210 206 22 542 2274 21,1,309
18 841 822 43 1010 1840 265 381 66 65 15 420 637 43 525 6 111 1 43,1,310
2489 104 74 210 536 4069 88 842 103 5 252 1915 88 50 5 252 176 252 3383,1,311
386 796 163 62 485 42 40 40 2320 2320 62 829 1215 104 112,1,312
354 83 1610 567 274 2 4 844 631 51 1066 175 33 51 235 516 188 3435 2 4,1,313
223 7 2 4 275 424 599 173 951 995 716 1927 4339 1686 142 940 547 183 327,1,314
62 122 1260 104 294 125 130 1852 322 5 232 332 1504 134 147 2308 332 1504 134,1,315
1278 3005 18 161 1013 415 5 91 2912 5 161 5 15 14 85 33 91,1,316
14 15 2787 1378 175 1538 671 20 1643 1334 673 1902 62 458 3 1735 38 12 2436,1,317
487 6 718 1464 673 5 717,1,318
1232 55 2 4 5 1326 1452 118 1066 476 313 202 1369 42 202 887 49 842 11 137,1,319
386 560 2638 39 2898 4385 470 23 177 1445 49 925 7 25 2065 419 301 863,1,320
805 386 2860 66 155 2 4 130 66 35 54 125 5 92 1512 565 202 3244 177,1,322
1 104 5 3 94 383 132 94 3709 94 223 503 793 24 169 383,1,324
420 175 1538 428 6 65 420 379 15 49 19 216 19 369 577 303 1307 2390 1591,1,325
2 4 5 6 42 202 92 40 42 202 1193 66 39 7 55 40 116 649 246,1,326
5 45 20 490 1679 2725 428 29 260 671 671 165 3470 351 28 282 230 120 1581 462,1,327
934 8 458 112 14 3 126 36 3 512 26 17 461 36 147 112 461 1363 458,1,329
2 4 721 166 1479 3035 83 313 2151 267 3035 2264 3035 1876 1479 136 139 33,1,330
62 1029 248 356 356 7 123 43 666 5 262 33 574 1959 69 1763 69 171 65,1,331
805 2004 7 25 11 628 403 403 322 255 3489 7 96 3124 1148,1,332
1 47 223 37 47 32 112 71 98 47 1 24 363 237 59 47 1614 1 29 10,1,333
1491 57 70 999 51 5 3 860 441 147 860 43 3 860 441 147 441 15,1,334
223 2143 5 2 4 187 2 4 624 430 708 12 2 4 950 619 1622 858,1,336
57 21 655 2522 655 17 122 1051 2522 17 30 24 2522 1 172 62 8 3 218,1,337
1070 1411 671 5 4493 76 420 381 1581 564 265 352 66 252 43 1,1,338
534 93 8 2 4 5 74 55 8 29 35 51 4 133 90 8 40 1062,1,339
235 621 950 2391 851 1 264 5 619 6 5 1220 825 1 24 12 202 114 5 47,1,340
359 3065 2 4 682 175 1538 131 239 105 1237 491 474 426 1348 5 268 288 5 1521,1,341
366 43 409 1 65 397 47 210 313 200 1 397 23 853 743 77 341 295 32 432,1,342
221 3642 25 665 29 99 770 175 7 54 1165,1,343
395 1803 66 56 313 74 223 922 11 8 880 706 119 561 112 43 688 3669,1,345
91 394 104 3356 534 251 58 604 103 1 1302 3 1 456 400 3 43 400,1,346
182 2036 5 190 2899 1211 252 3383 403 249 1063 2419 1270 2129 187 234 116 49 252,1,347
62 77 129 273 483 615 16 3122 3330 32 62 112 1003 1303 1516 185 30 6 65,1,348
74 83 181 77 341 2 552 58 7 480 21 12 21 85 637 161 98 672 95,1,349
2897 1418 765 2 4 502 90 2488 3639 27 3984 1362 406 769 3639 502 769 226 62,1,351
88 37 8 25 5 67 200 29 99 305 200 32 610 970 51 508 163 5 357,1,352
587 181 290 7 701 86 364 801 1821 2538 226 701 1578 265 955 99 646 12 120 801,1,353
495 60 472 5 2 4 28 1635 60 797 1426,1,354
1880 5 4 1541 922 1669 146 5 697 697 479 4 96 12 715 163 319 339 1969,1,355
771 3591 18 7 893 458 13 654 1764 13 13 83,1,356
2334 54 193 264 500 226 725 1206 52 507 367 3013 445 212 23 52 500 403 156 2,1,357
162 659 1902 799 1485 2212 5 1571 3545 244 1571 244 1571 44 104 5,1,358
57 2 844 850 1757 51 69 2936 49 274 581 115 55 207 190 274 581 68 40 203,1,359
796 8 445 212 119 95 200 847 5 8 174 313 200 296 200 5 1528 1545 440,1,361
743 2536 834 1902 303 104 13 65 236 4371,1,363
79 156 7 2 4 1016 332 510 477 72 175 637 231 147 7 1060 434 530 150,1,364
2530 4317 386 1280 251 584 2 4 339 14 15 32 2220 4221 196 11,1,365
2530 4317 386 1280 251 584 2 4 339 14 15 32 2220 4221 196 11,1,366
290 497 1451 558 5 1936 29 99,1,368
1190 1802 1046 152 213 316 544 2414 6 368 256 571 797 55 1560 432 55,1,369
313 293 1788 768 305 92 45 20 104 3985 54 14 15 239 76 45 92 435,1,370
293 2759 25 14 758 1767 1198 226 223 32 269 127 1976 68 104 82 83 313 193 104,1,371
14 117 14 1046 312 76 183 1002 23 1597 63 76 486 24 6 288 1162 1 11 245,1,373
46 1048 518 76 1117 2222 630 250 460 1632 330 630 1313 2000 1328 145 944,1,374
85 637 14 1888 7 16 47 765 36 106 11 22 469 1058 6 249 1663 502,1,375
1867 403 187 302 204 1041 192 59 118 4492 417 210 3571 157 5 4291 10 42 118,1,377
2189 566 162 659 1902 799 1485 354 330 5 257 244 257 975 628 2345 5 275 74,1,378
99 1628 349 2963 1185 288 2 4 123 289 1492 1292 18 2751 70 16 145 70 239 166,1,379
117 1887 5 1343 76 2696 7 29 3380 21,1,380
307 538 138 350 3034 953 9 381 2086 1 381 102 9,1,382
1334 14 15 474 1584 5 334 2610 3 8 1567 58 1936 76 33,1,383
880 2 8 4486 11 3321 10 189 11 47 187 98 70 2 71 42 76 443 189,1,384
1531 1060 356 448 40 448 530 12 320 1279 132 2 4 275 424 345 40 12 208 1016,1,385
12 266 62 8 2 4 624 130 3861 684 684 88 37 1074 65 19 369,1,387
72 95 3909 4259 54 2069 12 77 341 2548 70 839 1439 2 4 14 1439 66,1,388
12 3648 5 23 436 98 647 112 124 12 3471 419 620 658 36 1262,1,389
88 589 42 1262 104 5 3560 441 356 88 445 788 125 100 518 5 35 540 620 788,1,390
233 689 103 247 11 1 1 247 105 1 133 100 15 62 2675 71 3 30 3 2048,1,391
76 2798 469 1270 131 5 252 2136 1298 5 252 87 346 380 50 20 1709 20 558 6,1,392
708 90 157 987 2 4 39 90 3837 1138 663 39 455,1,393
235 621 2143 96 5 105 4 12 1392 1969 33 12 55 180 12 1351 2393 457 55 590,1,394
29 1155 11 280 1 953 75 30 70 321 84 134 1 640 29 1090 8 124 174 443,1,395
35 105 76 1818 1474 81 6 153 148 141 1474 81 6 876 120 182 124 1681 370,1,396
3550 243 141 1498 35 1305 780 1110 182 987 105 182 232 312 997 947 33 873 592,1,398
2 4 104 2038 295 33 100 353 1152 102 3931 956 1491 2 3 230 15 3 2038,1,399
1087 1515 105 5 2708 1343 48 1 280 204 885 440 2638 1609 727 1530 471 204,1,402
223 180 55 2 4 624 5 561 62 112 180 1303 4 156 618 74 6 3189,1,403
4291 2 4 1631 1384 84 611 33 2149 2 4 125 1436 153 636 2 4 4291 4,1,404
387 124 7 99 1692 175 637 220 107 7 3443 6 65 1089 210 6 48 139 7,1,405
72 593 6 77 155 36 84 35 54 4255 3006 834 1116 242 5 391 158 18 128 955,1,406
29 32 134 11 2 4 130 239 1340 130 1340 67 800 4 1071 67 800 284,1,407
513 460 2 8 131 849 561 1445 387 54 70 18 166 49 1 21 1765 370 133,1,408
1936 1075 1 200 216 532 1163 569 1101 2675 20 791 49 3 126 674 128 197,1,409
204 10 2868 88 2042 6 1325 123 1436 1325 200 123 1436 1445 7 2 4 200,1,410
15 99 33 1467 3610 1198 70 14 334 359 2 4 445 940 1738 312 14 15 157 70,1,411
2244 370 5 925 227 548 167 5 1688 12 101 1 102 79 594 944 1003 232 181,1,412
309 2 4 7 1194 253 1116 7 295 1213,1,413
1593 20 185 1465 1283 161 1 956 1465 410 264 500 725 147 92 1593 1941 91,1,415
896 513 11 382 5 252 27 896 511 196 824 13 896 28 220 767 117 88 549 81,1,416
236 622 550 1312 562 299 95 1146 314 508 299,1,418
333 208 88 254 399 186 5 1005 157 480 1 15 135 480 1 1392 533 112 229,1,419
2 4 1 490 249 166 1058 185 272 331 47 29 766 235 36 11 20 119 47 13,1,420
541 1541 552 267 264 6 552 51 653 584 6 226 3258 689 140 410 3974 161 67 679,1,421
231 2788 57 282 693 693 693 693 693 236 693 1481 693 713 693 1481 912 2 4 257,1,422
